level,notation,prefLabel
2,404,"Special topics"
2,405,"Serial publications"
2,406,"Organizations & management"
2,407,"Education, research & related topics"
2,408,"Kinds of persons treatment"
2,409,"Geographic & persons treatment"
1,41,"Linguistics"
2,410,"Linguistics"
2,411,"Writing systems"
2,412,"Etymology"
2,413,"Dictionaries"
2,414,"Phonology & phonetics"
2,415,"Grammar"
2,417,"Dialectology & historical linguistics"
2,418,"Standard usage & applied linguistics"
2,419,"Sign languages"
1,42,"English & Old English languages"
2,420,"English & Old English"
2,421,"English writing system & phonology"
2,422,"English etymology"
2,423,"English dictionaries"
2,425,"English grammar"
2,427,"English language variations"
2,428,"Standard English usage"
2,429,"Old English (Anglo-Saxon)"
1,43,"German & related languages"
2,430,"Germanic languages; German"
2,431,"German writing systems & phonology"
2,432,"German etymology"
2,433,"German dictionaries"
2,435,"German grammar"
2,437,"German language variations"
2,438,"Standard German usage"
2,439,"Other Germanic languages"
1,44,"French & related languages"
2,440,"Romance languages; French"
2,441,"French writing systems & phonology"
2,442,"French etymology"
2,443,"French dictionaries"
2,445,"French grammar"
2,447,"French language variations"
2,448,"Standard French usage"
2,449,"Occitan & Catalan"
1,45,"Italian, Romanian & related languages"
2,450,"Italian, Romanian & related languages"
2,451,"Italian writing systems & phonology"
2,452,"Italian etymology"
2,453,"Italian dictionaries"
2,455,"Italian grammar"
2,457,"Italian language variations"
2,458,"Standard Italian usage"
2,459,"Romanian & related languages"
1,46,"Spanish & Portuguese languages"
2,460,"Spanish & Portuguese languages"
2,461,"Spanish writing systems & phonology"
2,462,"Spanish etymology"
2,463,"Spanish dictionaries"
2,465,"Spanish grammar"
2,467,"Spanish language variations"
2,468,"Standard Spanish usage"
2,469,"Portuguese"
1,47,"Latin & Italic languages"
2,470,"Italic languages; Latin"
2,471,"Classical Latin writing & phonology"
2,472,"Classical Latin etymology"
2,473,"Classical Latin dictionaries"
2,475,"Classical Latin grammar"
2,477,"Old, postclassical & Vulgar Latin"
2,478,"Classical Latin usage"
2,479,"Other Italic languages"
1,48,"Classical & modern Greek languages"
2,480,"Hellenic languages; classical Greek"
2,481,"Classical Greek writing & phonology"
2,482,"Classical Greek etymology"
2,483,"Classical Greek dictionaries"
2,485,"Classical Greek grammar"
2,487,"Preclassical & postclassical Greek"
2,488,"Classical Greek usage"
2,489,"Other Hellenic languages"
1,49,"Other languages"
2,490,"Other languages"
2,491,"East Indo-European & Celtic languages"
2,492,"Afro-Asiatic languages; Semitic languages"
2,493,"Non-Semitic Afro-Asiatic languages"
2,494,"Altaic, Uralic, Hyperborean & Dravidian"
2,495,"Languages of East & Southeast Asia"
2,496,"African languages"
2,497,"North American native languages"
2,498,"South American native languages"
2,499,"Austronesian & other languages"
0,5,"Science"
1,50,"Science"
2,500,"Natural sciences & mathematics"
2,501,"Philosophy & theory"
2,502,"Miscellany"
2,503,"Dictionaries & encyclopedias"
2,505,"Serial publications"
2,506,"Organizations & management"
2,507,"Education, research & related topics"
2,508,"Natural history"
2,509,"Historical, geographic & persons treatment"
1,51,"Mathematics"
2,510,"Mathematics"
2,511,"General principles of mathematics"
2,512,"Algebra"
2,513,"Arithmetic"
2,514,"Topology"
2,515,"Analysis"
2,516,"Geometry"
2,518,"Numerical analysis"
2,519,"Probabilities & applied mathematics"
1,52,"Astronomy"
2,520,"Astronomy & allied sciences"
2,521,"Celestial mechanics"
2,522,"Techniques, equipment & materials"
2,523,"Specific celestial bodies & phenomena"
2,525,"Earth (Astronomical geography)"
2,526,"Mathematical geography"
2,527,"Celestial navigation"
2,528,"Ephemerides"
2,529,"Chronology"
1,53,"Physics"
2,530,"Physics"
2,531,"Classical mechanics; solid mechanics"
2,532,"Fluid mechanics; liquid mechanics"
2,533,"Gas mechanics"
2,534,"Sound & related vibrations"
2,535,"Light & infrared & ultraviolet phenomena"
2,536,"Heat"
2,537,"Electricity & electronics"
2,538,"Magnetism"
2,539,"Modern physics"
1,54,"Chemistry"
2,540,"Chemistry & allied sciences"
2,541,"Physical chemistry"
2,542,"Techniques, equipment & materials"
2,543,"Analytical chemistry"
2,546,"Inorganic chemistry"
2,547,"Organic chemistry"
2,548,"Crystallography"
2,549,"Mineralogy"
1,55,"Earth sciences & geology"
2,550,"Earth sciences"
2,551,"Geology, hydrology & meteorology"
